2011,5,14,1,10.1665,30.5801,9.5279,103.0101,0,0.16,0,3.177,17.119,0.46,1.25,0.69,0.35
2011,6,16,1,15.0358,30.3087,8.7053,104.0424,0.19,0.093,0,0.301,6.447,0.317,0.99,0.23,0.13
2011,7,20,1,22.0144,30.0799,7.1239,97.0797,0.129,0.08,0.273,0.746,NaN,NaN,0.78,0.48,0.31
2011,8,31,1,17.8728,31.2175,8.4354,107.1709,0.063,0.095,0.501,1.138,3.056,0.874,1.82,0.5,0.3
2011,9,12,1,18.4283,31.1546,8.8773,113.9455,0,0.084,0.483,0.219,6.188,0.33,0.69,0.25,0.16
2011,10,23,1,15.5212,30.9337,8.4123,101.9156,0,0.104,0.533,0.187,4.547,0.484,2.69,1.1,0.23
2011,11,26,1,10.3059,31.3886,9.0856,99.0385,0.471,0.306,0.807,0.124,3.014,0.86,3.91,0.66,0.02
2011,12,30,1,5.2472,30.9026,10.0145,96.9665,0,0.093,0.584,0.16,6.458,0.709,2.61,0.75,0.29
2012,1,21,1,3.9053,31.4128,10.1884,95.8306,0.103,0.45,1.432,1.203,NaN,0.916,1.35,0.39,0.35
2012,2,5,1,4.5186,31.6412,10.2444,97.955,1.093,0.469,2.588,1.782,9.583,0.406,2.98,0.5,0.12
2012,3,16,1,5.2083,31.5702,10.3974,101.0297,0.061,0.289,1.448,0.288,14.012,0.571,1.29,0.27,0.34
2012,4,13,1,8.285,31.915,9.5599,99.9869,0,0.108,0.203,0.246,10.752,0.313,0.85,0.26,0.23
2012,5,14,1,13.5828,31.8146,8.4223,98.65,0.108,0.198,0.515,0.18,10.032,0.586,0.32,0.1,0.09
2012,6,26,1,19.669,31.1404,7.8627,103.2928,0,0.061,0,0.76,11.323,1.32,1.12,0.31,0.21
2012,7,26,1,17.4199,31.4768,7.887,99.4967,0.056,0.136,0.187,2.205,8.152,0.521,0.9,0.21,0.1
2012,8,21,1,22.0315,31.2414,5.7468,78.8668,0,0.137,0.306,0.158,10.808,0.63,0.6,0.33,0.24
2012,9,6,1,20.7578,31.4509,7.0412,94.5473,0.106,0.188,0.299,1.772,10.403,0.5,0.96,0.37,0.19
2012,10,24,1,14.0647,31.7814,8.3468,98.7158,0,0.486,0.578,0.276,10.073,0.736,2.02,0.72,0.19
2012,11,11,1,11.0267,32.1804,8.5167,94.7704,2.247,0.585,1.1305,2.839,13.046,0.68,4.08,0.79,0.42
2012,12,29,1,6.9681,32.3584,NaN,NaN,NaN,NaN,NaN,NaN,8.975,0.588,5.63,1.05,0.26
2013,1,11,1,2.7598,31.6164,10.5031,NaN,0.435,0.224,0.3917,0.668,5.66,0.187,2.57,0.38,0.2
2013,2,15,1,2.4248,32.4023,10.5388,NaN,1.936,0.436,0.3503,0.683,8.065,0.606,1.71,0.36,0.19
2013,2,26,1,NaN,NaN,NaN,NaN,3.221,0.504,0.6775,1.716,10.985,0.675,0.99,0.29,0.22
2013,3,18,1,3.7551,32.3688,10.3819,NaN,1.808,0.243,0.2266,1.536,13.031,1.165,4.04,0.83,0.3
2013,4,10,1,7.3046,32.0296,9.6115,NaN,0.156,0.03,0.2519,0.252,9.703,0.363,1.35,0.43,0.12
2013,5,17,1,14.164,31.9688,7.9331,NaN,0.071,0.053,0.5906,0.168,18.565,0.378,0.55,0.25,0.24
2013,6,20,1,16.9998,31.0466,7.9134,NaN,0,0.099,0.1769,3.51,6.129,0.211,0.33,0.13,0
2013,7,22,1,24.9508,30.5537,6.8584,NaN,0,0.054,0.2448,0.287,8.147,0.245,0.69,0.27,0.17
2013,8,20,1,22.8329,30.8135,7.2787,NaN,0.106,0.034,0.1166,0.37,15.284,0.349,0.87,0.21,0.18
2013,9,6,1,20.6981,31.0212,7.4735,NaN,0.19,0.04,0,0.682,15.27,0.456,1.15,0.38,0.38
2013,10,23,1,15.1692,31.7865,7.2441,NaN,0.18,0.254,0.2903,0.246,9.112,0.397,3.07,0.77,0.13
2013,11,5,1,12.3216,29.8807,7.0514,NaN,0.128,0.24,0.0802,0.548,17.814,0.394,4.98,0.82,0.11
2013,12,20,1,4.2119,31.9808,NaN,NaN,0.332,0.286,3.5408,0,8.635,0.381,3.44,0.65,0.1
2014,1,16,1,2.3896,31.2955,11.3937,NaN,0.179,0.1068,0.159,0.556,10.537,0.405,3.65,0.78,0.24
2014,2,4,1,0.3978,31.9022,11.8275,NaN,0.206,0.1598,0.175,0.098,8.464,0.256,2.77,0.93,0.11
2014,3,18,1,1.4937,32.2315,11.6503,NaN,0.118,0.211,0.277,1.869,11.512,0.555,2.7,1.15,0.18
2014,4,7,1,4.3254,32.068,11.7373,NaN,0,0.1499,0.106,1.482,12.486,0.424,1.19,0.59,0.33
2014,5,9,1,9.9553,31.7968,9.0566,NaN,0,0.0586,0.064,2.007,9.388,0.32,0.57,0.18,0.13
2014,6,14,1,16.838,30.8842,7.0121,NaN,0.286,0.2202,0,0.665,8.558,0.288,1.11,0.55,0.34
2014,7,22,1,18.5461,30.8649,7.1618,NaN,0.225,0.4662,0,1.777,10.15,0.291,1.2,0.59,0.06
2014,8,19,1,19.4471,31.4191,5.8999,NaN,0,0.0781,0.148,0.22,4.372,0.216,0.6,0.32,0.09
2014,9,2,1,21.4748,31.5279,5.3496,NaN,0,0.2099,0.172,0.246,9.405,0.45,1.26,0.53,0.25
2014,10,31,1,13.6262,31.6306,NaN,NaN,0,0.1362,0.156,0.248,12.398,0.561,2.06,0.75,0.1
2014,12,15,1,7.8202,32.0791,9.1296,NaN,2.751,0.2957,0.461,1.516,12.378,0.711,3.1,0.68,0.2
2006,8,30,2,17.6,31.2,8.85,NaN,0.15,0.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,9,27,2,18.4,31.4,9.67,NaN,0.3,1.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,1,14,2,6.4,31.2,10.53,NaN,0.09,0.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2,27,2,1.5,31.5,12.68,NaN,0.05,0.219,NaN,NaN,NaN,NaN,9.8,0.17,NaN
2007,3,27,2,4.4,31.5,11.31,NaN,0.05,0.131,NaN,NaN,8.1,0.538,1.98,0.17,NaN
2007,5,2,2,9,30.4,9.88,NaN,0.05,0.301,NaN,NaN,5.83,0.435,0.41,0.05,0.24
2007,5,23,2,12.2,29.8,9.99,NaN,0,0.207,NaN,NaN,7.82,0.411,0.9,0.16,1.39
2007,9,24,2,18.3,31.8,7.99,NaN,0.15,0.382,NaN,NaN,11.52,0.706,0.73,0.14,0.09
2007,11,5,2,11.6,32,8.24,NaN,3.75,1.054,NaN,NaN,10.48,1.149,1.57,0.71,0.45
2007,12,19,2,3.6,31.8,11.57,NaN,0,0.411,NaN,NaN,NaN,0.873,5.99,0.34,0.31
2008,1,17,2,3.5,32.3,12,NaN,0.11,0.543,NaN,NaN,8.36,0.92,5.49,0.14,NaN
2008,2,22,2,2.4,32.2,11.84,NaN,9.15,0.993,NaN,NaN,18.7,1.127,1.53,0.25,NaN
2008,3,24,2,4.7,31.7,10.89,NaN,0.23,0.263,NaN,NaN,5.62,0.408,0.44,0.23,NaN
2008,4,25,2,12.1,31.7,10.15,NaN,0.05,0.165,NaN,NaN,8.26,0.54,0.62,0.12,NaN
2008,5,22,2,11.4,29.8,8.89,NaN,0,0.352,NaN,NaN,10.76,0.716,1.65,0.26,0.51
2008,6,18,2,17,30.8,8.84,NaN,0,0.117,NaN,NaN,NaN,NaN,0.68,0.37,0.37
2008,7,17,2,22.4,31.3,7.39,NaN,0,0.076,NaN,NaN,NaN,0.519,0.6,0.14,0.11
2008,8,24,2,21.77,30.21,7.92,NaN,0,0.062,NaN,NaN,NaN,0.382,0.43,0.18,0.13
2008,10,8,2,15.41,31.46,8.23,NaN,0,0.504,NaN,NaN,3.68,0.929,1.4,0.39,0.14
2008,11,30,2,7.43,31.51,10.2,NaN,0.71,0.557,NaN,NaN,7.62,0.911,4.12,0.88,0.31
2009,1,12,2,0.77,31.42,NaN,NaN,4.71,0.804,1.06,NaN,3.97,1.021,0.62,0.37,0.49
2009,3,10,2,2.17,32.15,NaN,NaN,0.23,0.215,0.47,NaN,9.57,0.552,2.46,0.98,0.58
2009,4,1,2,4.55,31.58,NaN,NaN,0.09,0.169,0.82,NaN,7.39,0.526,0.52,0.26,0.27
2009,5,19,2,12.68,30.7,10.54,NaN,0.17,0.102,0.3,NaN,3.57,0.548,0.73,0.27,0.1
2009,6,17,2,15.77,31.56,10.2,NaN,0,0,0.18,NaN,3.46,0.462,0.29,0.26,0.18
2009,7,10,2,19.43,30.25,8.38,NaN,0,0,0.27,NaN,5.2,0.355,0.54,0.43,0.31
2009,8,16,2,21.31,30.5,9.24,NaN,0,0.068,0.05,NaN,4.06,0.416,0.37,0.32,0.3
2009,9,14,2,17.88,30.8,9.01,NaN,0.06,0.24,0.69,NaN,NaN,0.536,0.41,0.48,0.12
2009,10,2,2,16.09,30.72,8.56,NaN,0.09,0.089,0.5,NaN,NaN,0.576,1.38,1.07,0.4
2009,11,10,2,11.49,31.22,12.87,NaN,0.05,0.299,0.26,NaN,NaN,0.858,2.01,1.86,0.24
2010,1,14,2,1.8,31.25,12.85,NaN,0.86,0.829,0.91,NaN,5.88,0.591,1.61,1.52,0.3
2010,2,22,2,1.25,31.93,12.74,NaN,0,0.046,1.4,NaN,NaN,0.229,1.22,1.16,0.29
2010,2,22,2,1.9,32.25,13.3,NaN,0,0.046,1.4,NaN,NaN,0.229,1.22,1.16,0.29
2010,3,17,2,4.33,32.15,11.75,NaN,1.46,0.447,1.1,NaN,7.06,0.331,0.95,0.99,0.19
2010,4,14,2,10.28,30.48,10.82,NaN,0,0.107,0.39,NaN,NaN,0.187,0.91,0.79,0.21
2010,5,16,2,14.65,30.76,9.92,NaN,0,0.118,0,NaN,8.14,0.249,0.4,0.4,0.21
2010,6,11,2,17.58,30.87,8.75,NaN,0.13,0.055,0,NaN,9.21,0.285,0.85,0.67,0.04
2010,7,5,2,22.07,31.18,7.87,NaN,0.12,0.07,1.24,NaN,NaN,0.403,0.4,0.38,0.19
2010,8,6,2,23.3,31.66,7.74,NaN,0,0.103,0.28,NaN,12.99,0.835,1.07,0.45,0.35
2010,9,6,2,20.17,31.99,8.81,NaN,0,0.29,0.58,NaN,20.79,0.764,1.53,0.5,0.18
2010,10,19,2,13.99,32.28,8.31,NaN,0.27,0.507,2.41,NaN,6.38,0.923,1.19,0.53,0.28
2010,11,16,2,10.81,32.47,9.75,NaN,0.46,0.296,0.83,NaN,29.78,0.991,3.22,0.87,0.2
2010,12,10,2,6.32,32.56,10.49,NaN,0.12,0.3,0.63,NaN,15.63,0.872,2.87,0.62,0.33
2011,1,6,2,2.9329,31.9549,10.4851,96.6404,0.74,0.284,0.3,1.259,12.25,0.771,3.06,0.77,0.69
2011,2,7,2,1.2636,31.5849,11.4865,101.2395,2.05,0.187,0,2.462,NaN,0.821,3.76,1.61,0.89
2011,3,23,2,4.2287,31.8326,9.8686,93.8229,0.055,0.168,0.837,0.068,9.73,0.582,3.61,1.19,0.19
2011,4,7,2,5.6838,31.0241,10.2223,100.0911,0.276,0.285,0.28,1.212,6.98,0.415,0.91,0.21,0.12
2011,5,14,2,10.8286,30.9872,7.6668,84.3081,0,0.136,0,1.837,7.591,0.48,0.37,0.29,0.41
2011,6,16,2,14.7603,30.2081,8.4885,100.8328,0.063,0.036,0,0,6.962,0.437,1.19,0.33,0.22
2011,7,20,2,20.7779,30.1401,7.81,104.1034,0.198,0.151,0.453,2.103,17.019,0.421,0.5,0.3,0.12
2011,8,30,2,NaN,NaN,NaN,NaN,0,0.096,0.864,0,8.279,0.303,1.47,0.76,0.48
2011,8,31,2,19.7149,31.1205,6.4527,84.8316,0.11,0.078,1.445,0.748,NaN,0.943,0.99,0.39,0.3
2011,9,12,2,17.8556,31.0195,8.8068,111.7244,0,0.147,0.723,0.298,NaN,0.315,0.65,0.23,0.07
2011,10,18,2,NaN,NaN,NaN,NaN,0.056,0.426,0.261,2.462,NaN,0.763,3.14,1.04,0.28
2011,10,23,2,15.6766,31.0333,8.8346,107.429,0,0,1.355,0,6.292,0.468,1.93,0.84,0.24
2011,11,26,2,10.0101,31.0119,9.211,99.5192,0.106,0.223,0.294,0,NaN,0.799,2.22,0.49,0.06
2011,12,30,2,6.7102,31.1963,9.7619,98.0249,0.066,0.606,1.144,0.894,5.872,0.844,2.58,0.78,0.25
2012,1,21,2,2.4414,31.0991,10.7681,97.4648,0.102,0.331,1.305,0.854,8.301,1.299,1.64,0.56,0.23
2012,2,5,2,4.1441,31.4564,10.5197,99.5541,0.349,0.447,1.618,1.655,3.717,0.273,2.96,0.52,0.41
2012,3,16,2,5.2798,31.5645,8.657,84.2589,0.139,0.204,0.972,0.349,13.861,1.094,1.69,0.31,0.28
2012,4,13,2,9.2702,31.753,9.3371,99.7249,0,0.051,0.189,0.121,7.857,0.154,0.85,0.16,0.27
2012,5,14,2,13.0675,31.9234,8.6546,100.3654,0,0.192,0,0.234,8.233,0.906,0.62,0.26,0.14
2012,6,26,2,19.3303,31.1133,8.0643,105.2579,0.057,0.028,0,0.964,8.703,0.16,0.92,0.26,0.19
2012,7,26,2,20.5609,31.3133,7.3514,98.2786,0.231,0.129,0.051,1.529,NaN,0.257,0.8,0.26,0.07
2012,8,21,2,19.7551,31.3709,7.3379,96.6843,0.065,0.232,0,2.111,11.941,0.599,0.33,0.17,0.24
2012,9,6,2,21.1773,31.39,7.1451,96.6385,0.081,0.279,0.228,1.91,12.473,0.739,1.24,0.36,0.03
2012,10,24,2,13.9884,31.6778,7.5463,89.0594,0.061,0.422,0.1797,0.253,13.174,0.809,2.01,0.96,0.32
2012,11,11,2,10.6204,32.2098,8.8333,97.4565,1.99,0.579,1.3291,2.212,16.126,0.633,4.56,1.13,0.37
2012,12,29,2,6.1594,31.9923,NaN,NaN,NaN,NaN,NaN,NaN,11.9,0.57,4.72,1.19,0.35
2013,1,11,2,3.235,31.6137,10.4634,NaN,0.455,0.285,0.0994,0.906,9.238,0.292,1,0.31,0.15
2013,2,15,2,2.43,32.3848,10.5017,NaN,2.099,0.432,0.2067,1.087,10.807,1.129,1.77,0.52,1.19
2013,2,26,2,NaN,NaN,NaN,NaN,3.466,0.505,0.9722,1.746,10.349,0.724,0.33,0.15,0.17
2013,3,18,2,3.9275,32.3338,10.6554,NaN,0.66,0.195,0.2242,1.43,9.953,0.857,5.07,1,0.45
2013,4,10,2,8.136,32.0326,9.8854,NaN,0.329,0,0.1639,0.204,9.083,0.39,2.01,0.63,0.35
2013,5,17,2,12.8597,31.9378,8.8142,NaN,0,0.104,0.186,0.129,14.799,0.293,0.4,0.16,0.31
2013,6,20,2,16.5611,31.0562,7.8757,NaN,0.06,0.118,0.1533,2.596,5.707,0.245,0.48,0.18,0.12
2013,7,22,2,25.1582,30.5661,6.6088,NaN,1.382,0.111,0.1338,1.629,5.858,0.247,0.85,0.43,0.23
2013,8,20,2,21.3273,30.9048,7.8393,NaN,0.718,0,0.0854,0.423,16.023,0.288,0.66,0.17,0.1
2013,9,6,2,20.4146,30.9842,6.4075,NaN,0.34,0.024,0.06,0.508,17.68,0.873,1.3,0.53,0.14
2013,10,23,2,14.9437,31.6508,6.7058,NaN,0,0.247,0.0864,0.19,13.701,0.4,3.18,0.6,0.25
2013,11,5,2,12.2625,32.0357,7.3084,NaN,0.071,0.253,0.0961,0.595,12.773,0.414,5.23,1.25,0.12
2013,12,20,2,3.4866,31.7239,NaN,NaN,0.08,0.266,0.3812,0.164,11.622,0.352,1.96,0.64,0.29
2014,1,16,2,3.0443,31.9544,9.7553,NaN,0.762,0.1696,0.287,0.573,14.565,0.524,2.34,0.58,0.18
2014,2,4,2,0.0879,31.8768,11.862,NaN,0.625,0.1694,0.214,0.273,10.11,0.338,2.61,0.97,0.33
2014,3,18,2,1.7797,32.1641,11.9328,NaN,0,0.0833,0.235,1.666,9.539,0.432,1.7,1,0.15
2014,4,7,2,4.2534,32.1048,11.355,NaN,0,0.0754,0.154,1.662,8.894,0.492,1.96,0.83,0.55
2014,5,9,2,10.2248,31.8388,7.6143,NaN,0,0.0912,0.06,1.332,23.02,0.431,0.45,0.21,0.15
2014,6,14,2,16.2093,30.8918,7.3787,NaN,0.147,0.1115,0,1.548,5.359,0.223,1.16,0.51,0.33
2014,7,22,2,18.7846,31.117,6.3961,NaN,0,0.0325,0,2.261,8.994,0.225,0.87,0.42,0.04
2014,8,19,2,17.7657,31.2543,6.1091,NaN,0.266,0.11,0.145,0.275,16.057,0.544,0.9,0.36,0.1
2014,9,2,2,20.7563,31.2603,5.6296,NaN,0.207,0.1872,0.158,0.257,12.434,0.56,1.06,0.49,0.13
2014,10,31,2,14.05,31.547,NaN,NaN,0,0.0753,0.155,0.145,5.842,0.377,1.94,1.03,0.26
2014,12,15,2,6.5779,31.8553,9.7657,NaN,0.813,0.2027,0.269,0.382,14.317,0.713,6.28,1.31,0.33
2006,8,30,3,19.5,31.1,8.6,NaN,0.07,0.211,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,9,27,3,17.7,31.4,9.88,NaN,0.16,0.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,1,14,3,6.5,NaN,10.53,NaN,0.66,0.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,2,27,3,0.9,31.2,12.7,NaN,0.09,0.31,NaN,NaN,NaN,NaN,4.84,0.27,NaN
2007,3,27,3,3.8,31.4,11.44,NaN,0,0.181,NaN,NaN,8.18,0.446,1.02,0.11,NaN
2007,5,2,3,8.8,30.5,9.88,NaN,0,0.257,NaN,NaN,6.34,0.46,0.46,0.01,1.3
2007,5,23,3,10.8,30,10.56,NaN,0,0.172,NaN,NaN,10.56,0.543,3.19,0.28,1.89
2007,9,24,3,18.2,31.7,8.13,NaN,0,0.183,NaN,NaN,7.21,0.667,0.41,0.07,0
2007,11,5,3,12.6,31.9,8.43,NaN,0.28,0.903,NaN,NaN,10.81,0.756,0.05,1.28,0.99
2007,12,19,3,5.3,32.1,10.75,NaN,0.6,0.522,NaN,NaN,NaN,0.899,3.61,0.36,0.25
2008,1,17,3,3.9,32.3,11.89,NaN,0.17,0.682,NaN,NaN,8.41,0.962,7.37,0.14,NaN
2008,2,22,3,2.2,32,12.43,NaN,7.37,0.885,NaN,NaN,13.41,0.888,2.56,0.32,NaN
2008,3,24,3,4.3,32.1,11.41,NaN,8.35,0.803,NaN,NaN,13.88,0.917,1.47,0.24,NaN
2008,4,25,3,10.8,31.7,10.43,NaN,0,0.19,NaN,NaN,6.74,0.511,0.71,0.17,NaN
2008,5,22,3,11.4,29.4,8.96,NaN,0,0.243,NaN,NaN,6.04,0.316,0.35,0.05,0.29
2008,6,18,3,16.9,31.3,8.98,NaN,0.09,0.239,NaN,NaN,NaN,NaN,0.33,0.19,0.3
2008,7,17,3,22.2,31.3,7.54,NaN,0,0.093,NaN,NaN,NaN,0.439,0.57,0.17,0.13
2008,8,24,3,22.38,30.15,7.81,NaN,0,0.051,NaN,NaN,NaN,0.354,0.41,0.19,0.17
2008,10,8,3,15.14,31.6,8.58,NaN,0.07,0.528,NaN,NaN,8.97,1.044,1.17,0.36,0.16
2008,11,30,3,8.28,31.79,9.71,NaN,2.25,0.662,NaN,NaN,7.01,0.984,2.26,0.64,0.43
2009,1,12,3,1.87,31.49,NaN,NaN,5.33,1.157,1.03,NaN,5.57,1.299,0.79,0.42,0.55
2009,3,10,3,1.86,31.96,NaN,NaN,0.26,0.454,0.97,NaN,13.68,0.566,1.8,0.64,2.59
2009,4,1,3,3.72,31.81,NaN,NaN,0.06,0.266,0.84,NaN,4.5,0.566,0.23,0.11,0.37
2009,5,19,3,13.77,30.91,10.54,NaN,0.13,0.126,0.35,NaN,3.33,0.535,0.36,0.16,0.06
2009,6,17,3,17.03,31.08,10.03,NaN,0,0.025,0.32,NaN,NaN,0.366,0.27,0.23,0.12
2009,7,10,3,20,30,8.68,NaN,0,0,0.11,NaN,5.52,0.429,0.54,0.44,0.23
2009,8,16,3,23.23,30.53,8.94,NaN,0.1,0.057,0,NaN,11.41,1.442,0.54,0.48,0.33
2009,9,14,3,19.36,30.82,8.49,NaN,0,0.137,0.7,NaN,5.56,0.714,0.59,0.52,0.08
2009,10,2,3,15.53,31.34,8.47,NaN,0,0.14,1.2,NaN,NaN,0.456,1.1,1.12,0.4
2009,11,10,3,11.62,31.44,12.65,NaN,0.46,0.335,0.49,NaN,NaN,0.926,2.16,1.87,0.39
2010,1,14,3,1.6,31.46,13.88,NaN,1.2,0.32,1.12,NaN,4.54,0.684,1.75,2.06,0.32
2010,2,22,3,1.95,32.28,13.05,NaN,0.42,0,1.94,NaN,NaN,0.477,3.83,2.91,0.35
2010,3,17,3,4.14,31.91,11.75,NaN,1.37,0.377,1.37,NaN,5.6,0.45,0.91,1.01,0.34
2010,4,14,3,9.73,30.51,11.06,NaN,0,0.053,0.39,NaN,3.45,0.218,1.07,0.84,0.25
2010,5,16,3,12.62,30.77,10.32,NaN,0,0.039,0,NaN,NaN,0.231,0.18,0.23,0.11
2010,6,11,3,16.65,30.9,8.84,NaN,0,0.146,0.28,NaN,3.82,0.44,0.59,0.49,0.16
2010,7,5,3,22.3,31.24,8.01,NaN,0.09,0.083,0.44,NaN,17.22,0.083,0.26,0.22,0.17
2010,8,6,3,22.37,31.94,8.33,NaN,0,0.096,0,NaN,6.91,0.488,0.41,0.18,0.42
2010,9,6,3,19.9,31.84,8.86,NaN,0,0.125,0.07,NaN,22.29,0.873,2.25,0.6,0.39
2010,10,19,3,14.14,32.38,8.38,NaN,0.2,0.472,2.02,NaN,5.56,0.882,1.19,0.49,0.33
2010,11,16,3,11.28,32.46,9.94,NaN,0.23,0.434,0.96,NaN,20.19,1.189,4.41,1.07,0.28
2010,12,10,3,7.42,32.67,10.14,NaN,0.85,0.371,0.6,NaN,10.54,0.891,2.13,0.57,0.18
2011,1,6,3,4.6275,32.3579,9.5289,91.7943,4.59,0.491,0.53,3.254,29.88,0.966,0.92,0.34,0.63
2011,2,7,3,2.6701,32.0586,10.3322,94.6765,5.05,0.438,1.01,7.611,11.29,1.06,0.75,0.29,0.31
2011,3,23,3,3.8612,31.9967,11.8685,111.9544,0.17,0.196,0.352,0.128,11.59,0.74,6.87,1.42,0.21
